40,1.3133
40.1,1.3092
40.2,1.3052
40.3,1.3011
40.4,1.2971
40.5,1.2931
40.6,1.2891
40.7,1.2851
40.8,1.2812
40.9,1.2773
41,1.2734
41.1,1.2695
41.2,1.2656
41.3,1.2618
41.4,1.258
41.5,1.2542
41.6,1.2504
41.7,1.2467
41.8,1.2429
41.9,1.2392
42,1.2355
42.1,1.2318
42.2,1.2282
42.3,1.2245
42.4,1.2209
42.5,1.2173
42.6,1.2138
42.7,1.2102
42.8,1.2067
42.9,1.2032
43,1.1997
43.1,1.1962
43.2,1.1927
43.3,1.1893
43.4,1.1858
43.5,1.1824
43.6,1.1791
43.7,1.1757
43.8,1.1723
43.9,1.169
44,1.1657
44.1,1.1624
44.2,1.1591
44.3,1.1558
44.4,1.1526
44.5,1.1494
44.6,1.1462
44.7,1.143
44.8,1.1398
44.9,1.1367
45,1.1335
45.1,1.1304
45.2,1.1273
45.3,1.1242
45.4,1.1211
45.5,1.1181
45.6,1.115
45.7,1.112
45.8,1.109
45.9,1.106
46,1.1031
46.1,1.1001
46.2,1.0972
46.3,1.0942
46.4,1.0913
46.5,1.0884
46.6,1.0856
46.7,1.0827
46.8,1.0799
46.9,1.077
47,1.0742
47.1,1.0714
47.2,1.0686
47.3,1.0659
47.4,1.0631
47.5,1.0604
47.6,1.0577
47.7,1.055
47.8,1.0523
47.9,1.0496
48,1.0469
48.1,1.0443
48.2,1.0416
48.3,1.039
48.4,1.0364
48.5,1.0338
48.6,1.0312
48.7,1.0287
48.8,1.0261
48.9,1.0236
49,1.0211
49.1,1.0186
49.2,1.0161
49.3,1.0136
49.4,1.0111
49.5,1.0087
49.6,1.0062
49.7,1.0038
49.8,1.0014
49.9,0.999
50,0.9966
50.1,0.9942
50.2,0.9919
50.3,0.9895
50.4,0.9872
50.5,0.9849
50.6,0.9826
50.7,0.9803
50.8,0.978
50.9,0.9757
51,0.9734
51.1,0.9712
51.2,0.969
51.3,0.9667
51.4,0.9645
51.5,0.9623
51.6,0.9601
51.7,0.958
51.8,0.9558
51.9,0.9536
52,0.9515
52.1,0.9494
52.2,0.9473
52.3,0.9452
52.4,0.9431
52.5,0.941
52.6,0.9389
52.7,0.9368
52.8,0.9348
52.9,0.9328
53,0.9307
53.1,0.9287
53.2,0.9267
53.3,0.9247
53.4,0.9227
53.5,0.9208
53.6,0.9188
53.7,0.9169
53.8,0.9149
53.9,0.913
54,0.9111
54.1,0.9092
54.2,0.9073
54.3,0.9054
54.4,0.9035
54.5,0.9016
54.6,0.8998
54.7,0.8979
54.8,0.8961
54.9,0.8943
55,0.8924
55.1,0.8906
55.2,0.8888
55.3,0.887
55.4,0.8853
55.5,0.8835
55.6,0.8817
55.7,0.88
55.8,0.8782
55.9,0.8765
56,0.8748
56.1,0.8731
56.2,0.8714
56.3,0.8697
56.4,0.868
56.5,0.8663
56.6,0.8646
56.7,0.863
56.8,0.8613
56.9,0.8597
57,0.858
57.1,0.8564
57.2,0.8548
57.3,0.8532
57.4,0.8516
57.5,0.85
57.6,0.8484
57.7,0.8468
57.8,0.8453
57.9,0.8437
58,0.8422
58.1,0.8406
58.2,0.8391
58.3,0.8376
58.4,0.8361
58.5,0.8345
58.6,0.833
58.7,0.8315
58.8,0.8301
58.9,0.8286
59,0.8271
59.1,0.8257
59.2,0.8242
59.3,0.8228
59.4,0.8213
59.5,0.8199
59.6,0.8185
59.7,0.817
59.8,0.8156
59.9,0.8142
60,0.8128
60.1,0.8114
60.2,0.8101
60.3,0.8087
60.4,0.8073
60.5,0.806
60.6,0.8046
60.7,0.8033
60.8,0.8019
60.9,0.8006
61,0.7993
61.1,0.7979
61.2,0.7966
61.3,0.7953
61.4,0.794
61.5,0.7927
61.6,0.7915
61.7,0.7902
61.8,0.7889
61.9,0.7876
62,0.7864
62.1,0.7851
62.2,0.7839
62.3,0.7826
62.4,0.7814
62.5,0.7802
62.6,0.7789
62.7,0.7777
62.8,0.7765
62.9,0.7753
63,0.7741
63.1,0.7729
63.2,0.7717
63.3,0.7706
63.4,0.7694
63.5,0.7682
63.6,0.7671
63.7,0.7659
63.8,0.7647
63.9,0.7636
64,0.7625
64.1,0.7613
64.2,0.7602
64.3,0.7591
64.4,0.758
64.5,0.7568
64.6,0.7557
64.7,0.7546
64.8,0.7535
64.9,0.7524
65,0.7514
65.1,0.7503
65.2,0.7492
65.3,0.7481
65.4,0.7471
65.5,0.746
65.6,0.745
65.7,0.7439
65.8,0.7429
65.9,0.7418
66,0.7408
66.1,0.7398
66.2,0.7387
66.3,0.7377
66.4,0.7367
66.5,0.7357
66.6,0.7347
66.7,0.7337
66.8,0.7327
66.9,0.7317
67,0.7307
67.1,0.7297
67.2,0.7287
67.3,0.7278
67.4,0.7268
67.5,0.7258
67.6,0.7249
67.7,0.7239
67.8,0.723
67.9,0.722
68,0.7211
68.1,0.7201
68.2,0.7192
68.3,0.7183
68.4,0.7174
68.5,0.7164
68.6,0.7155
68.7,0.7146
68.8,0.7137
68.9,0.7128
69,0.7119
69.1,0.711
69.2,0.7101
69.3,0.7092
69.4,0.7083
69.5,0.7074
69.6,0.7066
69.7,0.7057
69.8,0.7048
69.9,0.704
70,0.7031
70.1,0.7022
70.2,0.7014
70.3,0.7005
70.4,0.6997
70.5,0.6989
70.6,0.698
70.7,0.6972
70.8,0.6964
70.9,0.6955
71,0.6947
71.1,0.6939
71.2,0.6931
71.3,0.6923
71.4,0.6914
71.5,0.6906
71.6,0.6898
71.7,0.689
71.8,0.6882
71.9,0.6874
72,0.6867
72.1,0.6859
72.2,0.6851
72.3,0.6843
72.4,0.6835
72.5,0.6828
72.6,0.682
72.7,0.6812
72.8,0.6805
72.9,0.6797
73,0.6789
73.1,0.6782
73.2,0.6774
73.3,0.6767
73.4,0.676
73.5,0.6752
73.6,0.6745
73.7,0.6737
73.8,0.673
73.9,0.6723
74,0.6716
74.1,0.6708
74.2,0.6701
74.3,0.6694
74.4,0.6687
74.5,0.668
74.6,0.6673
74.7,0.6666
74.8,0.6659
74.9,0.6652
75,0.6645
75.1,0.6638
75.2,0.6631
75.3,0.6624
75.4,0.6617
75.5,0.661
75.6,0.6603
75.7,0.6598
75.8,0.659
75.9,0.6583
76,0.6577
76.1,0.657
76.2,0.6563
76.3,0.6557
76.4,0.655
76.5,0.6543
76.6,0.6537
76.7,0.653
76.8,0.6524
76.9,0.6517
77,0.6511
77.1,0.6505
77.2,0.6498
77.3,0.6492
77.4,0.6486
77.5,0.6479
77.6,0.6473
77.7,0.6467
77.8,0.6461
77.9,0.6454
78,0.6448
78.1,0.6442
78.2,0.6436
78.3,0.643
78.4,0.6424
78.5,0.6418
78.6,0.6412
